num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,sistema,estatus
456,Alpes,Montes Escandinavos,Lomas de Chapultepec Sección V,Miguel Hidalgo,19.427517,-99.208412,Arroyo,Ecobici,Instaladas
459,Volcán,Montes Urales,Lomas de Chapultepec Sección III,Miguel Hidalgo,19.429243,-99.207267,Arroyo,Ecobici,Instaladas
457,Av. Prado Norte,Explanada,Lomas de Chapultepec Sección V,Miguel Hidalgo,19.42703,-99.212845,Arroyo,Ecobici,Instaladas
283,Av. Coyoacán,Rafael Dondé,Del Valle Norte,Benito Juárez,19.397923,-99.167248,Arroyo,Ecobici,Instaladas
294,Nicolás San Juan,Eje 4 Sur Xola,Narvarte Poniente,Benito Juárez,19.396513,-99.160924,Arroyo,Ecobici,Instaladas
278,Mier y Pesado,Obrero Mundial,Del Valle Norte,Benito Juárez,19.40071,-99.163831,Arroyo,Ecobici,Instaladas
282,La Morena,Eje 2 Poniente Gabriel Mancera,Del Valle Norte,Benito Juárez,19.398692,-99.161273,Arroyo,Ecobici,Instaladas
320,Enrique Rébsamen,Luz Saviñón,Narvarte Poniente,Benito Juárez,19.391323,-99.15936,Arroyo,Ecobici,Instaladas
44,Durango,Veracruz,Roma Norte,Cuauhtémoc,19.418141,-99.174709000000007,Banqueta,Ecobici,Instaladas
114,Lucerna,Abraham González,Juárez,Cuauhtémoc,19.428989,-99.153618,Arroyo,Ecobici,Instaladas
322,Heriberto Frías,Concepción Beistegui,Narvarte Poniente,Benito Juárez,19.388528,-99.160616,Arroyo,Ecobici,Instaladas
318,Luz Saviñón,Amores,Del Valle Norte,Benito Juárez,19.392195,-99.163987,Arroyo,Ecobici,Instaladas
298,Romero de Terreros,Gabriel Mancera,Del Valle Norte,Benito Juárez,19.394092,-99.162139,Arroyo,Ecobici,Instaladas
188,Gobernador Melchor Múzquiz,Gobernador Ignacio Esteva,San Miguel Chapultepec,Miguel Hidalgo,19.411711,-99.190139,Arroyo,Ecobici,Instaladas
234,Tres Picos,Arquímedes,Polanco,Miguel Hidalgo,19.42783,-99.191539,Arroyo,Ecobici,Instaladas
339,Enrique Rébsamen,Avenida Eugenia,Narvarte Poniente,Benito Juárez,19.386212,-99.160583,Arroyo,Ecobici,Instaladas
189,Gobernador Rafael Rebollar,Gobernador José Ceballos,San Miguel Chapultepec,Miguel Hidalgo,19.410036,-99.187978,Arroyo,Ecobici,Instaladas
249,Shakespeare,Darwin,Anzures,Miguel Hidalgo,19.429877,-99.177569,Arroyo,Ecobici,Instaladas
472,Bahía de Santa Bárbara,Bahía de Ballenas,Verónica Anzures,Miguel Hidalgo,19.437667,-99.17711,Arroyo,Ecobici,Instaladas
469,Bahía De La Concepción,Bahía de Todos Los Santos,Verónica Anzures,Miguel Hidalgo,19.434183,-99.173089,Arroyo,Ecobici,Instaladas
479,Lago Muritz,Av. Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.444433,-99.179664,Arroyo,Ecobici,Instaladas
181,Benjamín Franklin,Ometusco,Hipódromo,Cuauhtémoc,19.404733,-99.174461,Arroyo,Ecobici,Instaladas
246,Leibnitz,Thiers,Anzures,Miguel Hidalgo,19.434147,-99.179835,Arroyo,Ecobici,Instaladas
48,Independencia,Azueta,Centro,Cuauhtémoc,19.433705,-99.146665,Banqueta,Ecobici,Instaladas
281,Pitágoras,La Morena,Narvarte Poniente,Benito Juárez,19.398532,-99.157308,Arroyo,Ecobici,Instaladas
226,Wallon,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431033,-99.18222,Arroyo,Ecobici,Instaladas
41,Reforma,De la República,Tabacalera,Cuauhtémoc,19.43542,-99.150317,Banqueta,Ecobici,Instaladas
43,Juárez,Dr. Mora,Centro,Cuauhtémoc,19.4351365,-99.1460756,Banqueta,Ecobici,Instaladas
468,Lago Xochimilco,Av. Ejército Nacional,Anáhuac I Sección,Miguel Hidalgo,19.43726,-99.179624,Arroyo,Ecobici,Instaladas
475,Lago Muritz,Lago Alberto,Anáhuac I Sección,Miguel Hidalgo,19.439249,-99.181065,Arroyo,Ecobici,Instaladas
256,Gómez Farías,Sadi Carnot,San Rafael,Cuauhtémoc,19.437167,-99.158313,Arroyo,Ecobici,Instaladas
10,Reforma,Ramírez,Tabacalera,Cuauhtémoc,19.433431,-99.155142,Banqueta,Ecobici,Instaladas
555,Ribera de San Cosme,Insurgentes Cento,Santa Maria la Ribera,Cuauhtémoc,19.44021597,-99.15616778,Banqueta,Ecobici,Instaladas
270,De la República,Ponciano Arriaga,Tabacalera,Cuauhtémoc,19.436764,-99.153865,Banqueta,Ecobici,Instaladas
450,Ramos Arizpe,Av Méxito Tenochtitlan,Tabacalera,Cuauhtémoc,19.438228,-99.152269,Arroyo,Ecobici,Instaladas
119,Turín,Abraham González,Juárez,Cuauhtémoc,19.426785,-99.155535,Arroyo,Ecobici,Instaladas
476,Lago Como,Laguna de Mayran,Granada,Miguel Hidalgo,19.442127,-99.184433,Arroyo,Ecobici,Instaladas
174,Joaquín García Icazbalceta,Ignacio Manuel Altamirano,San Rafael,Cuauhtémoc,19.441114,-99.161636,Arroyo,Ecobici,Instaladas
237 - 238,Andrés Bello,George Eliot,Polanco,Miguel Hidalgo,19.426744,-99.193986,Arroyo,Ecobici,Instaladas
55,5 de Mayo,Bolívar,Centro,Cuauhtémoc,19.434514,-99.138068,Banqueta,Ecobici,Instaladas
236,Campos Elíseos,Moliere,Polanco,Miguel Hidalgo,19.429436,-99.20243,Arroyo,Ecobici,Instaladas
82,Independencia,Marroquí,Centro,Cuauhtémoc,19.433344,-99.14404,Banqueta,Ecobici,Instaladas
262,República de Cuba,República de Brasil,Centro,Cuauhtémoc,19.436931,-99.133952,Arroyo,Ecobici,Instaladas
124,Claudio Bernard,Dr. Liceaga,Doctores,Cuauhtémoc,19.422392,-99.150358,Arroyo,Ecobici,Instaladas
89,República de Guatemala,Monte de Piedad,Centro,Cuauhtémoc,19.434962,-99.133729,Banqueta,Ecobici,Instaladas
141,Zacatecas,Luis Cabrera,Roma Norte,Cuauhtémoc,19.415905,-99.15954,Arroyo,Ecobici,Instaladas
92,San Ildefonso,República de Argentina,Centro,Cuauhtémoc,19.436531,-99.131497,Banqueta,Ecobici,Instaladas
133,Colima,Morelia,Roma Norte,Cuauhtémoc,19.421138,-99.154725,Arroyo,Ecobici,Instaladas
104,San Jerónimo,Isabel la Católica,Centro,Cuauhtémoc,19.427059,-99.137116,Banqueta,Ecobici,Instaladas
36,Puebla,Veracruz,Roma Norte,Cuauhtémoc,19.41966,-99.17588,Arroyo,Ecobici,Instaladas
95,20 de Noviembre,Venustiano Carranza,Centro,Cuauhtémoc,19.430722,-99.133698,Banqueta,Ecobici,Instaladas
63,Nuevo León,Laredo,Hipódromo,Cuauhtémoc,19.41299,-99.171675,Banqueta,Ecobici,Instaladas
136,Álvaro Obregón,Tonalá,Roma Norte,Cuauhtémoc,19.417715,-99.162729,Camellón,Ecobici,Instaladas
80,Nuevo León,Aguascalientes,Hipódromo,Cuauhtémoc,19.407233,-99.172131,Banqueta,Ecobici,Instaladas
135,Álvaro Obregón,Morelia,Roma Norte,Cuauhtémoc,19.419225,-99.155099,Camellón,Ecobici,Instaladas
75,Alfonso Reyes,Atlixco,Hipódromo Condesa,Cuauhtémoc,19.408676,-99.176759,Banqueta,Ecobici,Instaladas
121,Niza,Chapultepec,Juárez,Cuauhtémoc,19.424137,-99.161317,Arroyo,Ecobici,Instaladas
27,Reforma,Havre,Juárez,Cuauhtémoc,19.42916,-99.162703,Banqueta,Ecobici,Instaladas
20,Reforma,Río Támesis,Cuauhtémoc,Cuauhtémoc,19.430907,-99.160148,Banqueta,Ecobici,Instaladas
17,Reforma,Río Tíber,Cuauhtémoc,Cuauhtémoc,19.427553,-99.167396,Banqueta,Ecobici,Instaladas
15,Reforma,Río Mississippi,Cuauhtémoc,Cuauhtémoc,19.425597,-99.171409,Banqueta,Ecobici,Instaladas
117,Londres,Nápoles,Juárez,Cuauhtémoc,19.427132,-99.160369,Arroyo,Ecobici,Instaladas
251,Goethe,Darwin,Anzures,Miguel Hidalgo,19.429261,-99.17538,Arroyo,Ecobici,Instaladas
250,Darwin,Mariano Escobedo,Anzures,Miguel Hidalgo,19.428949,-99.179796,Banqueta,Ecobici,Instaladas
217,Euler,Av. Horacio,Polanco,Miguel Hidalgo,19.432888,-99.183605,Arroyo,Ecobici,Instaladas
224,Hegel,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431255,-99.188065,Arroyo,Ecobici,Instaladas
215,Edgar Alan Poe,Horacio,Polanco,Miguel Hidalgo,19.43384,-99.19968,Arroyo,Ecobici,Instaladas
202,Calderón de la Barca,Homero,Polanco,Miguel Hidalgo,19.436064,-99.198898,Arroyo,Ecobici,Instaladas
240,Ejército Nacional,Ferrocarril de Cuernavaca,Polanco,Miguel Hidalgo,19.438551,-99.206298,Camellón,Ecobici,Instaladas
47,Plaza Madrid,Medellín,Roma Norte,Cuauhtémoc,19.41955,-99.166214,Arroyo,Ecobici,Instaladas
258,Circuito Interior,Juan Escutia,Condesa,Cuauhtémoc,19.4165298,-99.1790435,Banqueta,Ecobici,Instaladas
13,Reforma,Río Mississippi,Cuauhtémoc,Cuauhtémoc,19.424941,-99.17233,Banqueta,Ecobici,Instaladas
18,Reforma,Río Rhin,Cuauhtémoc,Cuauhtémoc,19.428802,-99.164381,Banqueta,Ecobici,Instaladas
38,Cozumel,Puebla,Roma Norte,Cuauhtémoc,19.4208433,-99.1713729,Arroyo,Ecobici,Instaladas
449,Acapulco,Puebla,Roma Norte,Cuauhtémoc,19.420281,-99.174392,Arroyo,Ecobici,Instaladas
23,Reforma,Praga,Juárez,Cuauhtémoc,19.42528,-99.171099,Banqueta,Ecobici,Instaladas
14,Reforma,Río de la Plata,Cuauhtémoc,Cuauhtémoc,19.42454,-99.173247,Banqueta,Ecobici,Instaladas
28,Toledo,Tokio,Juárez,Cuauhtémoc,19.423664,-99.172568,Arroyo,Ecobici,Instaladas
85,José Rosas Moreno,Sullivan,San Rafael,Cuauhtémoc,19.434081,-99.162434,Arroyo,Ecobici,Instaladas
252,Víctor Hugo,Shakespeare,Anzures,Miguel Hidalgo,19.427575,-99.17702,Arroyo,Ecobici,Instaladas
183,Gabino Barreda,Guillermo Prieto,San Rafael,Cuauhtémoc,19.437665,-99.164018,Arroyo,Ecobici,Instaladas
103,Joaquín Velázquez de León,García Icazbalceta,San Rafael,Cuauhtémoc,19.441533,-99.165268,Arroyo,Ecobici,Instaladas
1,Río Sena,Río Balsas,Cuauhtémoc,Cuauhtémoc,19.4335895,-99.1678193,Arroyo,Ecobici,Instaladas
11,Río Amazonas,Río Lerma,Cuauhtémoc,Cuauhtémoc,19.431192,-99.163546,Arroyo,Ecobici,Instaladas
480,Lago Iseo,Av. Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.446073,-99.181654,Arroyo,Ecobici,Instaladas
470,Bahía de las Palmas,Bahía de Todos Los Santos,Verónica Anzures,Miguel Hidalgo,19.435039,-99.173879,Arroyo,Ecobici,Instaladas
176,Av. Jesús García,Luis Donaldo Colosio,Buenavista,Cuauhtémoc,19.442717,-99.152262,Arroyo,Ecobici,Instaladas
474,Bahía de San Hipólito,Bahía del Espíritu Santo,Anáhuac I Sección,Miguel Hidalgo,19.438984,-99.177549,Arroyo,Ecobici,Instaladas
478,Laguna de Mayrán,Lago Chalco,Anáhuac I Sección,Miguel Hidalgo,19.440818,-99.176961,Arroyo,Ecobici,Instaladas
257,Manuel María Conteras,Villalongín,San Rafael,Cuauhtémoc,19.433803,-99.166223,Arroyo,Ecobici,Instaladas
266 - 267,Jesús García,Carlos J. Meneses,Buenavista,Cuauhtémoc,19.444031,-99.152187,Arroyo,Ecobici,Instaladas
267,Jesús García,Carlos J. Meneses,Buenavista,Cuauhtémoc,19.443735,-99.152203,Arroyo,Ecobici,Instaladas
219,Esopo,Ferrocarril de Cuernavaca,Polanco,Miguel Hidalgo,19.433542,-99.207808,Arroyo,Ecobici,Instaladas
465,Lago Ginebra,Lago Wetter,Cuauhtémoc Pensil,Miguel Hidalgo,19.445039,-99.194078,Arroyo,Ecobici,Instaladas
455,Pedregal,Ferrocarril de Cuernavaca,Molino del Rey,Miguel Hidalgo,19.426308,-99.2033,Arroyo,Ecobici,Instaladas
227,Campos Elíseos,Periférico,Polanco,Miguel Hidalgo,19.431791,-99.207373,Arroyo,Ecobici,Instaladas
221,Emilio Castelar,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431799,-99.201565,Arroyo,Ecobici,Instaladas
238,Andrés Bello,George Eliot,Polanco,Miguel Hidalgo,19.426757,-99.193774,Arroyo,Ecobici,Instaladas
201,Lope de Vega,Ejército Nacional,Polanco,Miguel Hidalgo,19.437431,-99.187215,Arroyo,Ecobici,Instaladas
223,Isaac Newton,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431242,-99.191613,Arroyo,Ecobici,Instaladas
210,Eugenio Sue,Horacio,Polanco,Miguel Hidalgo,19.434076,-99.194091,Arroyo,Ecobici,Instaladas
208,Hesiodo,Lamartine,Polanco,Miguel Hidalgo,19.434182,-99.189835,Arroyo,Ecobici,Instaladas
233,Julio Verne,Luis G. Urbina,Polanco,Miguel Hidalgo,19.429314,-99.196965,Arroyo,Ecobici,Instaladas
211,Isaac Newton,Horacio,Polanco,Miguel Hidalgo,19.433607,-99.188528,Arroyo,Ecobici,Instaladas
86,Sullivan,Insurgentes,San Rafael,Cuauhtémoc,19.432452,-99.15924,Banqueta,Ecobici,Instaladas
8,Reforma,General Prim,Tabacalera,Cuauhtémoc,19.431256,-99.158153,Banqueta,Ecobici,Instaladas
87,Gante,Venustiano Carranza,Centro,Cuauhtémoc,19.432024,-99.139705,Banqueta,Ecobici,Instaladas
21,Reforma,Dublín,Juárez,Cuauhtémoc,19.424784,-99.172119,Banqueta,Ecobici,Instaladas
451,Campos Elíseos,Goldsmith,Polanco,Miguel Hidalgo,19.428847,-99.201299,Arroyo,Ecobici,Instaladas
206,Av. Homero,Av. Moliere,Polanco,Miguel Hidalgo,19.436142,-99.200996,Arroyo,Ecobici,Instaladas
232,Taine,Rubén Darío,Polanco,Miguel Hidalgo,19.42894,-99.185389,Arroyo,Ecobici,Instaladas
242,Av. Moliere,Blv. Miguel de Cervantes,Polanco,Miguel Hidalgo,19.440195,-99.200715,Arroyo,Ecobici,Instaladas
244,Lago Victoria,Blv. Miguel de Cervantes,Granada,Miguel Hidalgo,19.440508,-99.193681,Arroyo,Ecobici,Instaladas
248,Shakespeare,Lafayette,Anzures,Miguel Hidalgo,19.43175,-99.177399,Arroyo,Ecobici,Instaladas
452,Leibnitz,Ejército Nacional,Anzures,Miguel Hidalgo,19.435867,-99.179856,Arroyo,Ecobici,Instaladas
225,Petrarca,Presidente Masaryk,Polanco,Miguel Hidalgo,19.431172,-99.185612,Arroyo,Ecobici,Instaladas
192 - 193,Rubén Darío,Reforma,Bosque de Chapultepec,Miguel Hidalgo,19.42592,-99.190755,Camellón,Ecobici,Instaladas
142,San Luis Potosí,Eje 2 Pte. Monterrey,Roma Norte,Cuauhtémoc,19.413232,-99.164121,Arroyo,Ecobici,Instaladas
145,Yucatán,Chiapas,Roma Norte,Cuauhtémoc,19.41286,-99.160661,Arroyo,Ecobici,Instaladas
50,Cuernavaca,Veracruz,Condesa,Cuauhtémoc,19.416886,-99.173591,Arroyo,Ecobici,Instaladas
51,Colima,Oaxaca,Roma Norte,Cuauhtémoc,19.418031,-99.168435,Arroyo,Ecobici,Instaladas
62,Fernando Montes de Oca,Amatlán,Condesa,Cuauhtémoc,19.413314,-99.175225,Arroyo,Ecobici,Instaladas
186,Gob. Gregorio V. Gelati,Gral. Francisco Molinos del Campo,San Miguel Chapultepec,Miguel Hidalgo,19.412455,-99.188489,Arroyo,Ecobici,Instaladas
253,Dante,Tolstoi,Anzures,Miguel Hidalgo,19.4264486,-99.1781433,Arroyo,Ecobici,Instaladas
61,Avenida México,Sonora,Hipódromo,Cuauhtémoc,19.413789,-99.169427,Arroyo,Ecobici,Instaladas
448,Dr Andrade,Arcos de Belén,Doctores,Cuauhtémoc,19.426611,-99.14447,Arroyo,Ecobici,Instaladas
129,Tonalá,Durango,Roma Norte,Cuauhtémoc,19.4206,-99.163312,Arroyo,Ecobici,Instaladas
554,Heroes Ferrocarrileros,Mariano Azuela,Santa Maria la Ribera,Cuauhtémoc,19.44174727,-99.15563897,Arroyo,Ecobici,Instaladas
552,Fresno,Ribera de San Cosme,Santa Maria la Ribera,Cuauhtémoc,19.44310811,-99.16245373,Arroyo,Ecobici,Instaladas
668,Plateros,Capuchinas,San Jose Insurgentes,Benito Juárez,19.367522,-99.181727,Banqueta,Ecobici,Instaladas
68,Tamaulipas,Michoacán,Condesa,Cuauhtémoc,19.411771,-99.173783,Banqueta,Ecobici,Instaladas
130,Mérida,Durango,Roma Norte,Cuauhtémoc,19.421576,-99.158015,Arroyo,Ecobici,Instaladas
151,Campeche,Tonalá,Roma Sur,Cuauhtémoc,19.410529,-99.160873,Arroyo,Ecobici,Instaladas
155,Jalapa,Tlaxcala,Roma Sur,Cuauhtémoc,19.408218,-99.159911,Arroyo,Ecobici,Instaladas
550,Sor Juana Ines de la Cruz,Fresno,Santa Maria la Ribera,Cuauhtémoc,19.4459583,-99.16137222,Arroyo,Ecobici,Instaladas
553,Jaime Torres Bodet,Ribera de San Cosme,Santa Maria la Ribera,Cuauhtémoc,19.442,-99.15933333,Arroyo,Ecobici,Instaladas
551,Nogal,Ribera de San Cosme,Santa Maria la Ribera,Cuauhtémoc,19.4435806,-99.16488333,Arroyo,Ecobici,Instaladas
549,Sor Juana Ines de la Cruz,Dr. Atl,Santa Maria la Ribera,Cuauhtémoc,19.4450444,-99.15713333,Arroyo,Ecobici,Instaladas
162,Tehuantepec,Medellín,Roma Sur,Cuauhtémoc,19.404907,-99.162485,Arroyo,Ecobici,Instaladas
170,Observatorio Oriente,Revolución,Escandón,Miguel Hidalgo,19.404029,-99.184342,Arroyo,Ecobici,Instaladas
191,Gobernador Rafael Rebollar,Gobernado Vicente Eguía,San Miguel Chapultepec,Miguel Hidalgo,19.40796,-99.187901,Arroyo,Ecobici,Instaladas
45,Durango,Sonora,Roma Norte,Cuauhtémoc,19.418749,-99.171942,Banqueta,Ecobici,Instaladas
24,Reforma,Varsovia,Juárez,Cuauhtémoc,19.426614,-99.168078,Banqueta,Ecobici,Instaladas
52,Hidalgo,Trujano,Centro,Cuauhtémoc,19.436208,-99.141931,Banqueta,Ecobici,Instaladas
286,13 de Septiembre,Avenida Patriotismo,Escandón,Miguel Hidalgo,19.399201,-99.179943,Arroyo,Ecobici,Instaladas
9,Río Guadalquivir,Río Lerma,Cuauhtémoc,Cuauhtémoc,19.428184,-99.170013,Arroyo,Ecobici,Instaladas
160,Alfonso Herrera,Gabino Barreda,San Rafael,Cuauhtémoc,19.440252,-99.163455,Arroyo,Ecobici,Instaladas
235 - 236,Campos Elíseos,Moliere,Polanco,Miguel Hidalgo,19.429332,-99.202181,Arroyo,Ecobici,Instaladas
194,Circuito Mahatma Gandhi,Reforma,Bosque de Chapultepec,Miguel Hidalgo,19.424282,-99.180334,Banqueta,Ecobici,Instaladas
26,Reforma,Versalles,Juárez,Cuauhtémoc,19.432595,-99.154995,Banqueta,Ecobici,Instaladas
656,Ignacio Allende,Paris,Del Carmen,Coyoacan,19.3543111,-99.16243611,Arroyo,Ecobici,Instaladas
659,Madrid,Avenida Mexico,Del Carmen,Coyoacan,19.3564861,-99.16945556,Arroyo,Ecobici,Instaladas
658,Vicente Guerrero,Berlin,Del Carmen,Coyoacan,19.355339,-99.165613,Arroyo,Ecobici,Instaladas
657,Madrid,Centenario,Del Carmen,Coyoacan,19.3574361,-99.16379444,Arroyo,Ecobici,Instaladas
660,Josefa Ortiz de Dominguez,Circuito Interior,Del Carmen,Coyoacan,19.3580028,-99.17010556,Arroyo,Ecobici,Instaladas
667,Hermes,Mosqueta,Credito Constructor,Benito Juárez,19.3639778,-99.18091389,Arroyo,Ecobici,Instaladas
670,Felix Parra,Flamencos,San Jose Insurgentes,Benito Juárez,19.3676,-99.18499167,Arroyo,Ecobici,Instaladas
96,López,Ayuntamiento,Centro,Cuauhtémoc,19.430625,-99.14248,Arroyo,Ecobici,Instaladas
54,Parque España,Sonora,Condesa,Cuauhtémoc,19.416163,-99.170795,Arroyo,Ecobici,Instaladas
